category,product_name,material_score,carbon_footprint,packaging,tip
Toys,Wooden Blocks,5,1,4,Eco-friendly alternative to plastic toys.
Automotive,Eco Car Wash Shampoo,6,3,4,Biodegradable car wash soap.
Furniture,Bamboo Chair,9,10,2,Sustainable alternative to plastic furniture.
Electronics,Laptop,6,5,5,Use energy-saving mode to reduce power consumption.
Toys,Wooden Blocks,8,5,5,Eco-friendly alternative to plastic toys.
Stationery,Notebook,7,10,4,Use recycled paper notebooks.
Electronics,LED Bulb,5,2,1,Switch to LED bulbs for lower energy usage.
Sports,Recycled Yoga Mat,9,1,2,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,8,10,1,Biodegradable car wash soap.
Clothing,Cotton Shirt,8,10,2,Wash with cold water to save energy.
Kitchen,Wooden Spoon,6,4,4,Use biodegradable wooden spoons instead of plastic.
Groceries,Reusable Bag,10,7,2,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,5,3,1,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,6,7,1,Biodegradable car wash soap.
Clothing,Cotton Shirt,5,1,4,Wash with cold water to save energy.
Groceries,Reusable Bag,9,9,3,Avoid plastic bags by carrying a reusable one.
Gardening,Compost Bin,5,1,2,Convert kitchen waste into compost.
Gardening,Compost Bin,6,6,3,Convert kitchen waste into compost.
Sports,Recycled Yoga Mat,6,2,4,Made from sustainable materials.
Toys,Wooden Blocks,6,8,3,Eco-friendly alternative to plastic toys.
Electronics,Laptop,10,10,2,Use energy-saving mode to reduce power consumption.
Electronics,Laptop,9,7,4,Use energy-saving mode to reduce power consumption.
Electronics,Laptop,9,6,5,Use energy-saving mode to reduce power consumption.
Kitchen,Wooden Spoon,10,1,5,Use biodegradable wooden spoons instead of plastic.
Electronics,LED Bulb,9,6,4,Switch to LED bulbs for lower energy usage.
Kitchen,Wooden Spoon,7,4,5,Use biodegradable wooden spoons instead of plastic.
Gardening,Compost Bin,9,6,4,Convert kitchen waste into compost.
Electronics,Laptop,8,2,5,Use energy-saving mode to reduce power consumption.
Stationery,Pen,8,1,2,Refillable pens reduce plastic waste.
Clothing,Handkerchief,6,10,3,Reuse and wash instead of using tissues.
Gardening,Compost Bin,9,5,4,Convert kitchen waste into compost.
Stationery,Notebook,7,6,4,Use recycled paper notebooks.
Automotive,Eco Car Wash Shampoo,9,5,1,Biodegradable car wash soap.
Healthcare,Reusable Cotton Pads,8,2,4,Replace disposable wipes with reusable ones.
Groceries,Reusable Bag,7,2,5,Avoid plastic bags by carrying a reusable one.
Electronics,Laptop,7,5,5,Use energy-saving mode to reduce power consumption.
Gardening,Compost Bin,10,7,3,Convert kitchen waste into compost.
Kitchen,Wooden Spoon,10,4,5,Use biodegradable wooden spoons instead of plastic.
Stationery,Pen,9,2,2,Refillable pens reduce plastic waste.
Kitchen,Steel Water Bottle,6,8,4,Refill instead of buying plastic bottles.
Gardening,Compost Bin,9,10,4,Convert kitchen waste into compost.
Groceries,Reusable Bag,5,5,2,Avoid plastic bags by carrying a reusable one.
Stationery,Notebook,10,1,5,Use recycled paper notebooks.
Kitchen,Steel Water Bottle,8,7,3,Refill instead of buying plastic bottles.
Healthcare,Reusable Cotton Pads,6,9,2,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,8,9,1,Use biodegradable wooden spoons instead of plastic.
Kitchen,Steel Water Bottle,6,7,1,Refill instead of buying plastic bottles.
Kitchen,Wooden Spoon,10,10,4,Use biodegradable wooden spoons instead of plastic.
Groceries,Reusable Bag,6,3,3,Avoid plastic bags by carrying a reusable one.
Household,Bamboo Toothbrush,7,9,4,Switch to biodegradable toothbrushes.
Kitchen,Wooden Spoon,10,6,5,Use biodegradable wooden spoons instead of plastic.
Household,Bamboo Toothbrush,6,1,5,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,8,2,4,Switch to biodegradable toothbrushes.
Sports,Recycled Yoga Mat,8,8,5,Made from sustainable materials.
Household,Bamboo Toothbrush,8,6,2,Switch to biodegradable toothbrushes.
Kitchen,Steel Water Bottle,6,1,4,Refill instead of buying plastic bottles.
Automotive,Eco Car Wash Shampoo,7,4,2,Biodegradable car wash soap.
Kitchen,Wooden Spoon,5,7,3,Use biodegradable wooden spoons instead of plastic.
Toys,Wooden Blocks,6,9,1,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,6,4,3,Made from sustainable materials.
Sports,Recycled Yoga Mat,10,6,1,Made from sustainable materials.
Clothing,Handkerchief,9,6,5,Reuse and wash instead of using tissues.
Beauty,Lipstick,6,7,4,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,8,1,3,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,7,7,2,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,5,5,1,Switch to biodegradable toothbrushes.
Sports,Recycled Yoga Mat,8,9,4,Made from sustainable materials.
Gardening,Compost Bin,5,10,4,Convert kitchen waste into compost.
Stationery,Pen,8,5,1,Refillable pens reduce plastic waste.
Stationery,Pen,7,6,2,Refillable pens reduce plastic waste.
Sports,Recycled Yoga Mat,10,5,2,Made from sustainable materials.
Groceries,Reusable Bag,8,3,3,Avoid plastic bags by carrying a reusable one.
Furniture,Bamboo Chair,6,4,3,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,6,2,2,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,5,10,5,Biodegradable car wash soap.
Groceries,Reusable Bag,7,5,1,Avoid plastic bags by carrying a reusable one.
Stationery,Notebook,9,9,4,Use recycled paper notebooks.
Beauty,Lipstick,5,9,4,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,9,2,3,Biodegradable car wash soap.
Household,Bamboo Toothbrush,9,5,1,Switch to biodegradable toothbrushes.
Sports,Recycled Yoga Mat,7,6,1,Made from sustainable materials.
Sports,Recycled Yoga Mat,8,1,1,Made from sustainable materials.
Beauty,Lipstick,6,8,4,Opt for refillable lipstick cases to reduce waste.
Gardening,Compost Bin,7,1,1,Convert kitchen waste into compost.
Clothing,Handkerchief,9,1,5,Reuse and wash instead of using tissues.
Kitchen,Steel Water Bottle,8,3,1,Refill instead of buying plastic bottles.
Electronics,Laptop,7,5,3,Use energy-saving mode to reduce power consumption.
Healthcare,Reusable Cotton Pads,7,8,2,Replace disposable wipes with reusable ones.
Clothing,Cotton Shirt,7,2,1,Wash with cold water to save energy.
Kitchen,Wooden Spoon,5,5,1,Use biodegradable wooden spoons instead of plastic.
Furniture,Bamboo Chair,9,7,4,Sustainable alternative to plastic furniture.
Sports,Recycled Yoga Mat,6,3,5,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,5,5,3,Replace disposable wipes with reusable ones.
Clothing,Handkerchief,7,1,2,Reuse and wash instead of using tissues.
Furniture,Bamboo Chair,5,3,3,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,8,1,1,Replace disposable wipes with reusable ones.
Kitchen,Steel Water Bottle,5,5,2,Refill instead of buying plastic bottles.
Household,Bamboo Toothbrush,8,2,3,Switch to biodegradable toothbrushes.
Groceries,Reusable Bag,9,10,2,Avoid plastic bags by carrying a reusable one.
Clothing,Cotton Shirt,5,1,2,Wash with cold water to save energy.
Beauty,Lipstick,7,7,3,Opt for refillable lipstick cases to reduce waste.
Clothing,Handkerchief,9,1,4,Reuse and wash instead of using tissues.
Automotive,Eco Car Wash Shampoo,6,5,2,Biodegradable car wash soap.
Clothing,Handkerchief,6,4,1,Reuse and wash instead of using tissues.
Automotive,Eco Car Wash Shampoo,7,10,5,Biodegradable car wash soap.
Household,Bamboo Toothbrush,10,1,3,Switch to biodegradable toothbrushes.
Stationery,Notebook,8,8,4,Use recycled paper notebooks.
Furniture,Bamboo Chair,6,3,2,Sustainable alternative to plastic furniture.
Electronics,Laptop,8,9,3,Use energy-saving mode to reduce power consumption.
Furniture,Bamboo Chair,8,3,5,Sustainable alternative to plastic furniture.
Electronics,LED Bulb,5,1,1,Switch to LED bulbs for lower energy usage.
Household,Bamboo Toothbrush,8,6,4,Switch to biodegradable toothbrushes.
Gardening,Compost Bin,5,10,1,Convert kitchen waste into compost.
Furniture,Bamboo Chair,6,1,1,Sustainable alternative to plastic furniture.
Kitchen,Steel Water Bottle,5,7,4,Refill instead of buying plastic bottles.
Toys,Wooden Blocks,5,7,3,Eco-friendly alternative to plastic toys.
Furniture,Bamboo Chair,8,2,5,Sustainable alternative to plastic furniture.
Beauty,Lipstick,6,2,4,Opt for refillable lipstick cases to reduce waste.
Furniture,Bamboo Chair,10,3,3,Sustainable alternative to plastic furniture.
Groceries,Reusable Bag,6,9,1,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,5,2,1,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,5,10,2,Biodegradable car wash soap.
Toys,Wooden Blocks,5,7,4,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,10,3,5,Switch to biodegradable toothbrushes.
Sports,Recycled Yoga Mat,8,10,3,Made from sustainable materials.
Household,Bamboo Toothbrush,9,9,4,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,6,3,3,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,10,6,5,Biodegradable car wash soap.
Groceries,Reusable Bag,10,8,4,Avoid plastic bags by carrying a reusable one.
Stationery,Pen,9,8,5,Refillable pens reduce plastic waste.
Toys,Wooden Blocks,8,5,4,Eco-friendly alternative to plastic toys.
Electronics,LED Bulb,10,4,2,Switch to LED bulbs for lower energy usage.
Kitchen,Steel Water Bottle,10,7,3,Refill instead of buying plastic bottles.
Electronics,Laptop,5,2,1,Use energy-saving mode to reduce power consumption.
Beauty,Lipstick,6,6,2,Opt for refillable lipstick cases to reduce waste.
Kitchen,Steel Water Bottle,10,8,5,Refill instead of buying plastic bottles.
Clothing,Handkerchief,6,10,5,Reuse and wash instead of using tissues.
Kitchen,Steel Water Bottle,8,2,3,Refill instead of buying plastic bottles.
Kitchen,Steel Water Bottle,8,2,1,Refill instead of buying plastic bottles.
Kitchen,Wooden Spoon,7,9,3,Use biodegradable wooden spoons instead of plastic.
Toys,Wooden Blocks,5,6,5,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,8,9,3,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,8,4,3,Convert kitchen waste into compost.
Furniture,Bamboo Chair,10,7,2,Sustainable alternative to plastic furniture.
Groceries,Reusable Bag,7,9,4,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,6,2,4,Biodegradable car wash soap.
Furniture,Bamboo Chair,6,2,5,Sustainable alternative to plastic furniture.
Stationery,Pen,6,6,2,Refillable pens reduce plastic waste.
Toys,Wooden Blocks,9,6,2,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,10,6,1,Convert kitchen waste into compost.
Furniture,Bamboo Chair,7,2,3,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,9,9,5,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,7,7,3,Switch to biodegradable toothbrushes.
Clothing,Cotton Shirt,6,7,3,Wash with cold water to save energy.
Household,Bamboo Toothbrush,9,2,5,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,5,5,4,Sustainable alternative to plastic furniture.
Toys,Wooden Blocks,7,10,2,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,6,5,3,Made from sustainable materials.
Clothing,Cotton Shirt,5,8,5,Wash with cold water to save energy.
Furniture,Bamboo Chair,7,3,2,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,9,4,5,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,6,10,5,Biodegradable car wash soap.
Toys,Wooden Blocks,5,2,4,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,9,4,3,Replace disposable wipes with reusable ones.
Stationery,Notebook,10,2,3,Use recycled paper notebooks.
Automotive,Eco Car Wash Shampoo,9,2,4,Biodegradable car wash soap.
Groceries,Reusable Bag,8,5,5,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,10,5,5,Biodegradable car wash soap.
Household,Bamboo Toothbrush,9,2,5,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,6,10,5,Sustainable alternative to plastic furniture.
Stationery,Notebook,9,3,3,Use recycled paper notebooks.
Stationery,Pen,6,6,4,Refillable pens reduce plastic waste.
Kitchen,Steel Water Bottle,6,4,4,Refill instead of buying plastic bottles.
Healthcare,Reusable Cotton Pads,8,2,2,Replace disposable wipes with reusable ones.
Stationery,Pen,6,7,5,Refillable pens reduce plastic waste.
Groceries,Reusable Bag,6,8,4,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,9,5,2,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,8,10,1,Biodegradable car wash soap.
Electronics,Laptop,7,1,2,Use energy-saving mode to reduce power consumption.
Healthcare,Reusable Cotton Pads,10,7,1,Replace disposable wipes with reusable ones.
Kitchen,Steel Water Bottle,6,8,1,Refill instead of buying plastic bottles.
Household,Bamboo Toothbrush,7,1,5,Switch to biodegradable toothbrushes.
Sports,Recycled Yoga Mat,8,6,1,Made from sustainable materials.
Stationery,Pen,6,6,1,Refillable pens reduce plastic waste.
Stationery,Notebook,10,4,5,Use recycled paper notebooks.
Sports,Recycled Yoga Mat,8,3,3,Made from sustainable materials.
Electronics,LED Bulb,10,3,5,Switch to LED bulbs for lower energy usage.
Household,Bamboo Toothbrush,9,7,2,Switch to biodegradable toothbrushes.
Clothing,Cotton Shirt,7,2,3,Wash with cold water to save energy.
Gardening,Compost Bin,7,10,1,Convert kitchen waste into compost.
Groceries,Reusable Bag,8,9,5,Avoid plastic bags by carrying a reusable one.
Clothing,Handkerchief,8,6,2,Reuse and wash instead of using tissues.
Automotive,Eco Car Wash Shampoo,5,8,1,Biodegradable car wash soap.
Clothing,Handkerchief,5,3,2,Reuse and wash instead of using tissues.
Sports,Recycled Yoga Mat,7,9,1,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,10,1,4,Biodegradable car wash soap.
Toys,Wooden Blocks,8,6,4,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,5,2,2,Opt for refillable lipstick cases to reduce waste.
Groceries,Reusable Bag,9,7,1,Avoid plastic bags by carrying a reusable one.
Electronics,Laptop,9,8,4,Use energy-saving mode to reduce power consumption.
Stationery,Pen,7,1,5,Refillable pens reduce plastic waste.
Beauty,Lipstick,10,7,4,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,8,8,5,Opt for refillable lipstick cases to reduce waste.
Kitchen,Steel Water Bottle,6,1,5,Refill instead of buying plastic bottles.
Gardening,Compost Bin,9,7,2,Convert kitchen waste into compost.
Groceries,Reusable Bag,7,1,5,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,9,4,5,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,7,7,2,Use biodegradable wooden spoons instead of plastic.
Sports,Recycled Yoga Mat,5,2,5,Made from sustainable materials.
Kitchen,Steel Water Bottle,10,1,1,Refill instead of buying plastic bottles.
Furniture,Bamboo Chair,7,10,2,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,5,9,4,Biodegradable car wash soap.
Toys,Wooden Blocks,6,7,3,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,5,8,4,Made from sustainable materials.
Gardening,Compost Bin,6,4,2,Convert kitchen waste into compost.
Beauty,Lipstick,10,1,1,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,6,8,3,Eco-friendly alternative to plastic toys.
Electronics,LED Bulb,5,9,5,Switch to LED bulbs for lower energy usage.
Sports,Recycled Yoga Mat,5,4,2,Made from sustainable materials.
Sports,Recycled Yoga Mat,10,7,5,Made from sustainable materials.
Kitchen,Steel Water Bottle,9,6,3,Refill instead of buying plastic bottles.
Household,Bamboo Toothbrush,9,2,3,Switch to biodegradable toothbrushes.
Sports,Recycled Yoga Mat,9,8,5,Made from sustainable materials.
Sports,Recycled Yoga Mat,10,7,1,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,10,9,4,Replace disposable wipes with reusable ones.
Toys,Wooden Blocks,9,6,3,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,5,7,1,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,9,9,5,Use biodegradable wooden spoons instead of plastic.
Kitchen,Steel Water Bottle,6,7,1,Refill instead of buying plastic bottles.
Electronics,LED Bulb,5,8,1,Switch to LED bulbs for lower energy usage.
Groceries,Reusable Bag,6,5,1,Avoid plastic bags by carrying a reusable one.
Electronics,Laptop,5,6,4,Use energy-saving mode to reduce power consumption.
Clothing,Cotton Shirt,7,9,5,Wash with cold water to save energy.
Healthcare,Reusable Cotton Pads,5,4,4,Replace disposable wipes with reusable ones.
Gardening,Compost Bin,10,9,4,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,10,1,2,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,7,6,3,Made from sustainable materials.
Electronics,LED Bulb,5,7,1,Switch to LED bulbs for lower energy usage.
Sports,Recycled Yoga Mat,6,9,4,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,7,2,3,Replace disposable wipes with reusable ones.
Groceries,Reusable Bag,8,5,4,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,10,1,2,Replace disposable wipes with reusable ones.
Toys,Wooden Blocks,6,6,2,Eco-friendly alternative to plastic toys.
Kitchen,Steel Water Bottle,10,9,1,Refill instead of buying plastic bottles.
Sports,Recycled Yoga Mat,8,6,2,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,9,1,2,Biodegradable car wash soap.
Household,Bamboo Toothbrush,8,10,3,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,7,1,3,Replace disposable wipes with reusable ones.
Toys,Wooden Blocks,8,2,5,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,10,3,3,Made from sustainable materials.
